localizacao;DataHora;CF;CC;link;Dia;Hora;Valor
Guy's Gyros;16/01/2014 20:17;L1485;C3853;credit;16 - Quinta-feira;20;26
Guy's Gyros;16/01/2014 20:17;L8148;C6816;both;16 - Quinta-feira;20;31
Katerina’s Café;16/01/2014 20:23;L5553;C9617;both;16 - Quinta-feira;20;14
Ouzeri Elian;16/01/2014 20:25;L6267;C6899;both;16 - Quinta-feira;20;24
Albert's Fine Clothing;16/01/2014 20:25;L5259;C7819;both;16 - Quinta-feira;20;92
Katerina’s Café;16/01/2014 20:25;L9018;C2418;both;16 - Quinta-feira;20;35
Roberts and Sons;16/01/2014 20:25;L2169;C4434;both;16 - Quinta-feira;20;156
Ouzeri Elian;16/01/2014 20:25;L1107;C2681;both;16 - Quinta-feira;20;23
Ouzeri Elian;16/01/2014 20:28;L5777;C9551;both;16 - Quinta-feira;20;10
Katerina’s Café;16/01/2014 20:28;L3259;C9405;credit;16 - Quinta-feira;20;31
Guy's Gyros;16/01/2014 20:35;L6544;C7108;both;16 - Quinta-feira;20;11
Katerina’s Café;16/01/2014 20:36;L9637;C2142;both;16 - Quinta-feira;20;19
Katerina’s Café;16/01/2014 20:39;L2343;C8202;both;16 - Quinta-feira;20;31
Hippokampos;16/01/2014 20:42;L3366;C6895;credit;16 - Quinta-feira;20;114
Hippokampos;16/01/2014 20:43;L6886;C2463;credit;16 - Quinta-feira;20;28
Shoppers' Delight;16/01/2014 20:45;L3014;C1877;credit;16 - Quinta-feira;20;161
Shoppers' Delight;16/01/2014 20:50;L3288;C1286;both;16 - Quinta-feira;20;17
Katerina’s Café;16/01/2014 20:51;L7814;C3492;both;16 - Quinta-feira;20;35
Roberts and Sons;16/01/2014 20:52;L9254;C7354;both;16 - Quinta-feira;20;241
Frydos Autosupply n' More;16/01/2014 20:54;L9406;C4948;both;16 - Quinta-feira;20;130
Hippokampos;16/01/2014 20:58;L2070;C8332;credit;16 - Quinta-feira;20;12
Hippokampos;16/01/2014 21:13;L4164;C7688;both;16 - Quinta-feira;21;21
Ouzeri Elian;16/01/2014 21:16;L3288;C1286;both;16 - Quinta-feira;21;30
Brew've Been Served;17/01/2014 07:29;L3800;C7384;credit;17 - Sexta-feira;7;53
Hallowed Grounds;17/01/2014 07:31;L8012;C1310;both;17 - Sexta-feira;7;3
Hallowed Grounds;17/01/2014 07:33;L6119;C7889;both;17 - Sexta-feira;7;15
Brew've Been Served;17/01/2014 07:36;L2247;C5368;both;17 - Sexta-feira;7;12
Coffee Cameleon;17/01/2014 07:38;L9362;C3547;both;17 - Sexta-feira;7;10
Hallowed Grounds;17/01/2014 07:39;L5553;C9617;both;17 - Sexta-feira;7;16
Hallowed Grounds;17/01/2014 07:41;L8328;C8129;credit;17 - Sexta-feira;7;11
Brew've Been Served;17/01/2014 07:50;L9406;C4948;both;17 - Sexta-feira;7;8
Coffee Cameleon;17/01/2014 07:51;L1682;C7253;both;17 - Sexta-feira;7;7
Hallowed Grounds;17/01/2014 07:52;L4424;C1874;both;17 - Sexta-feira;7;19
Coffee Cameleon;17/01/2014 07:52;L8148;C6816;both;17 - Sexta-feira;7;9
Hallowed Grounds;17/01/2014 07:56;L2459;C5010;both;17 - Sexta-feira;7;10
Brew've Been Served;17/01/2014 07:57;L9254;C7354;both;17 - Sexta-feira;7;11
Hallowed Grounds;17/01/2014 07:59;L6267;C6899;both;17 - Sexta-feira;7;6
Brew've Been Served;17/01/2014 07:59;L8566;C4795;both;17 - Sexta-feira;7;19
Brew've Been Served;17/01/2014 08:03;L2490;C3484;both;17 - Sexta-feira;8;14
Hallowed Grounds;17/01/2014 08:03;L7814;C3492;credit;17 - Sexta-feira;8;38
Hallowed Grounds;17/01/2014 08:04;L5777;C9551;both;17 - Sexta-feira;8;9
Brew've Been Served;17/01/2014 08:04;L3259;C9405;both;17 - Sexta-feira;8;17
Coffee Cameleon;17/01/2014 08:07;L9018;C2418;both;17 - Sexta-feira;8;7
Kronos Mart;17/01/2014 08:08;L7783;C1415;credit;17 - Sexta-feira;8;286
Brew've Been Served;17/01/2014 08:09;L2343;C8202;credit;17 - Sexta-feira;8;9
Brew've Been Served;17/01/2014 08:12;L4034;C5407;both;17 - Sexta-feira;8;18
Hallowed Grounds;17/01/2014 08:12;L1107;C2681;credit;17 - Sexta-feira;8;6
Coffee Cameleon;17/01/2014 08:13;L2169;C4434;credit;17 - Sexta-feira;8;15
Brew've Been Served;17/01/2014 08:15;L1485;C3853;both;17 - Sexta-feira;8;3
Brew've Been Served;17/01/2014 08:17;L9363;C6901;both;17 - Sexta-feira;8;5
Brew've Been Served;17/01/2014 08:19;L6110;C8411;both;17 - Sexta-feira;8;15
Brew've Been Served;17/01/2014 08:22;L5259;C7819;both;17 - Sexta-feira;8;15
Brew've Been Served;17/01/2014 08:23;L3288;C1286;credit;17 - Sexta-feira;8;51
Stewart and Sons Fabrication;17/01/2014 11:32;L9633;C9735;both;17 - Sexta-feira;11;1753
Coffee Shack;17/01/2014 12:00;L6417;C7117;both;17 - Sexta-feira;12;19
Bean There Done That;17/01/2014 12:00;L7783;C1415;both;17 - Sexta-feira;12;20
Bean There Done That;17/01/2014 12:00;L3191;C9635;both;17 - Sexta-feira;12;8
Brewed Awakenings;17/01/2014 12:00;L4164;C7688;both;17 - Sexta-feira;12;8
Jack's Magical Beans;17/01/2014 12:00;L6267;C6899;both;17 - Sexta-feira;12;8
Brewed Awakenings;17/01/2014 12:00;L5947;C2540;credit;17 - Sexta-feira;12;89
Bean There Done That;17/01/2014 12:00;L3014;C1877;both;17 - Sexta-feira;12;20
Brewed Awakenings;17/01/2014 12:00;L2070;C8332;both;17 - Sexta-feira;12;6
Bean There Done That;17/01/2014 12:00;L4149;C1321;both;17 - Sexta-feira;12;19
Bean There Done That;17/01/2014 12:00;L3366;C6895;both;17 - Sexta-feira;12;6
Jack's Magical Beans;17/01/2014 12:00;L3288;C1286;both;17 - Sexta-feira;12;19
Abila Zacharo;17/01/2014 13:11;L2070;C8332;credit;17 - Sexta-feira;13;69
Kalami Kafenion;17/01/2014 13:16;L1682;C7253;both;17 - Sexta-feira;13;141
Hippokampos;17/01/2014 13:16;L9018;C2418;both;17 - Sexta-feira;13;38
Gelatogalore;17/01/2014 13:17;L5224;C8156;both;17 - Sexta-feira;13;16
Guy's Gyros;17/01/2014 13:18;L4164;C7688;both;17 - Sexta-feira;13;9
Guy's Gyros;17/01/2014 13:21;L2490;C3484;both;17 - Sexta-feira;13;22
Hippokampos;17/01/2014 13:27;L8566;C4795;both;17 - Sexta-feira;13;15
Abila Zacharo;17/01/2014 13:28;L2459;C5010;both;17 - Sexta-feira;13;16
Hippokampos;17/01/2014 13:31;L8148;C6816;both;17 - Sexta-feira;13;16
Gelatogalore;17/01/2014 13:33;L3191;C9635;both;17 - Sexta-feira;13;23
Kalami Kafenion;17/01/2014 13:37;L6886;C2463;credit;17 - Sexta-feira;13;105
Ouzeri Elian;17/01/2014 13:38;L7783;C1415;credit;17 - Sexta-feira;13;14
Guy's Gyros;17/01/2014 13:38;L1485;C3853;both;17 - Sexta-feira;13;39
Hippokampos;17/01/2014 13:38;L3288;C1286;both;17 - Sexta-feira;13;52
Kalami Kafenion;17/01/2014 13:38;L4034;C5407;credit;17 - Sexta-feira;13;39
Kalami Kafenion;17/01/2014 13:39;L3259;C9405;credit;17 - Sexta-feira;13;28
Gelatogalore;17/01/2014 13:40;L8012;C1310;credit;17 - Sexta-feira;13;37
Abila Zacharo;17/01/2014 13:41;L9637;C2142;both;17 - Sexta-feira;13;15
Katerina’s Café;17/01/2014 13:42;L9362;C3547;both;17 - Sexta-feira;13;21
Abila Zacharo;17/01/2014 13:45;L9254;C7354;credit;17 - Sexta-feira;13;80
Gelatogalore;17/01/2014 13:47;L1107;C2681;both;17 - Sexta-feira;13;18
Katerina’s Café;17/01/2014 13:48;L4149;C1321;both;17 - Sexta-feira;13;13
Chostus Hotel;17/01/2014 13:49;L7291;C9683;both;17 - Sexta-feira;13;114
Kalami Kafenion;17/01/2014 13:51;L4424;C1874;both;17 - Sexta-feira;13;20
Gelatogalore;17/01/2014 13:51;L5259;C7819;both;17 - Sexta-feira;13;35
Hippokampos;17/01/2014 13:52;L5553;C9617;credit;17 - Sexta-feira;13;108
Kalami Kafenion;17/01/2014 13:53;L6110;C8411;both;17 - Sexta-feira;13;24
Katerina’s Café;17/01/2014 13:53;L2169;C4434;both;17 - Sexta-feira;13;36
Chostus Hotel;17/01/2014 13:54;L5947;C2540;credit;17 - Sexta-feira;13;160
Guy's Gyros;17/01/2014 13:55;L9363;C6901;credit;17 - Sexta-feira;13;32
Gelatogalore;17/01/2014 13:57;L7814;C3492;both;17 - Sexta-feira;13;22
Hippokampos;17/01/2014 13:58;L3014;C1877;credit;17 - Sexta-feira;13;22
Kalami Kafenion;17/01/2014 13:58;L6544;C7108;both;17 - Sexta-feira;13;28
Guy's Gyros;17/01/2014 14:00;L2343;C8202;both;17 - Sexta-feira;14;15
Guy's Gyros;17/01/2014 14:05;L6417;C7117;both;17 - Sexta-feira;14;21
Abila Zacharo;17/01/2014 14:06;L2247;C5368;credit;17 - Sexta-feira;14;52
Katerina’s Café;17/01/2014 14:15;L9406;C4948;credit;17 - Sexta-feira;14;71
Ouzeri Elian;17/01/2014 14:32;L8328;C8129;both;17 - Sexta-feira;14;26
Katerina’s Café;17/01/2014 19:24;L7814;C3492;both;17 - Sexta-feira;19;22
Guy's Gyros;17/01/2014 19:29;L8148;C6816;both;17 - Sexta-feira;19;20
Hippokampos;17/01/2014 19:40;L6417;C7117;both;17 - Sexta-feira;19;20
Ouzeri Elian;17/01/2014 19:40;L6267;C6899;both;17 - Sexta-feira;19;39
Albert's Fine Clothing;17/01/2014 19:44;L4149;C1321;both;17 - Sexta-feira;19;1239
Guy's Gyros;17/01/2014 19:46;L9363;C6901;both;17 - Sexta-feira;19;17
Guy's Gyros;17/01/2014 19:53;L8566;C4795;both;17 - Sexta-feira;19;35
Katerina’s Café;17/01/2014 19:57;L8328;C8129;credit;17 - Sexta-feira;19;35
Frydos Autosupply n' More;17/01/2014 19:57;L9406;C4948;both;17 - Sexta-feira;19;125
Hippokampos;17/01/2014 20:03;L5947;C2540;both;17 - Sexta-feira;20;9
Shoppers' Delight;17/01/2014 20:05;L3800;C7384;both;17 - Sexta-feira;20;155
Katerina’s Café;17/01/2014 20:07;L8012;C1310;both;17 - Sexta-feira;20;21
Ouzeri Elian;17/01/2014 20:07;L3288;C1286;credit;17 - Sexta-feira;20;70
Guy's Gyros;17/01/2014 20:16;L2490;C3484;both;17 - Sexta-feira;20;38
Katerina’s Café;17/01/2014 20:19;L2343;C8202;both;17 - Sexta-feira;20;36
Katerina’s Café;17/01/2014 20:20;L1682;C7253;both;17 - Sexta-feira;20;19
Guy's Gyros;17/01/2014 20:21;L5259;C7819;both;17 - Sexta-feira;20;8
Shoppers' Delight;17/01/2014 20:21;L3288;C1286;credit;17 - Sexta-feira;20;289
Guy's Gyros;17/01/2014 20:24;L1485;C3853;both;17 - Sexta-feira;20;9
Katerina’s Café;17/01/2014 20:24;L6119;C7889;credit;17 - Sexta-feira;20;72
Ouzeri Elian;17/01/2014 20:28;L5777;C9551;both;17 - Sexta-feira;20;36
Ouzeri Elian;17/01/2014 20:35;L1107;C2681;both;17 - Sexta-feira;20;26
General Grocer;17/01/2014 20:41;L6544;C7108;credit;17 - Sexta-feira;20;98
Frydos Autosupply n' More;17/01/2014 20:41;L9254;C7354;credit;17 - Sexta-feira;20;260
Hippokampos;17/01/2014 20:54;L4164;C7688;both;17 - Sexta-feira;20;12
Katerina’s Café;17/01/2014 20:58;L9637;C2142;both;17 - Sexta-feira;20;38
Guy's Gyros;17/01/2014 20:59;L7291;C9683;both;17 - Sexta-feira;20;30
Katerina’s Café;17/01/2014 21:05;L4034;C5407;both;17 - Sexta-feira;21;34
Katerina’s Café;17/01/2014 21:06;L3259;C9405;both;17 - Sexta-feira;21;27
Guy's Gyros;17/01/2014 21:07;L2169;C4434;credit;17 - Sexta-feira;21;55
Frydos Autosupply n' More;17/01/2014 21:15;L2247;C5368;both;17 - Sexta-feira;21;67
Hippokampos;17/01/2014 21:29;L6886;C2463;both;17 - Sexta-feira;21;38
Hippokampos;17/01/2014 21:58;L3191;C9635;both;17 - Sexta-feira;21;13
Chostus Hotel;18/01/2014 12:03;L2459;C5010;both;18 - Sábado;12;600
Abila Zacharo;18/01/2014 13:04;L5224;C8156;both;18 - Sábado;13;112
Abila Zacharo;18/01/2014 13:05;L5947;C2540;credit;18 - Sábado;13;26
Katerina’s Café;18/01/2014 13:15;L6267;C6899;both;18 - Sábado;13;35
Ouzeri Elian;18/01/2014 13:18;L3366;C6895;both;18 - Sábado;13;34
Kalami Kafenion;18/01/2014 13:19;L2247;C5368;both;18 - Sábado;13;30
Hippokampos;18/01/2014 13:21;L3014;C1877;credit;18 - Sábado;13;100
Abila Zacharo;18/01/2014 13:25;L1682;C7253;both;18 - Sábado;13;18
Guy's Gyros;18/01/2014 13:27;L3800;C7384;credit;18 - Sábado;13;55
Guy's Gyros;18/01/2014 13:28;L4424;C1874;both;18 - Sábado;13;27
Kalami Kafenion;18/01/2014 13:28;L6886;C2463;both;18 - Sábado;13;39
Abila Zacharo;18/01/2014 13:32;L5777;C9551;both;18 - Sábado;13;17
Katerina’s Café;18/01/2014 13:34;L2490;C3484;both;18 - Sábado;13;19
Ouzeri Elian;18/01/2014 13:34;L9362;C3547;credit;18 - Sábado;13;26
Kalami Kafenion;18/01/2014 13:58;L4149;C1321;both;18 - Sábado;13;24
Gelatogalore;18/01/2014 13:58;L1107;C2681;credit;18 - Sábado;13;84
Katerina’s Café;18/01/2014 14:00;L6110;C8411;both;18 - Sábado;14;37
Kalami Kafenion;18/01/2014 14:02;L2343;C8202;both;18 - Sábado;14;43
Katerina’s Café;18/01/2014 14:03;L4164;C7688;both;18 - Sábado;14;96
Guy's Gyros;18/01/2014 14:05;L5553;C9617;both;18 - Sábado;14;48
Katerina’s Café;18/01/2014 14:06;L5259;C7819;credit;18 - Sábado;14;24
Kalami Kafenion;18/01/2014 14:17;L9363;C6901;both;18 - Sábado;14;53
Ahaggo Museum;18/01/2014 14:51;L3288;C1286;both;18 - Sábado;14;56
Ahaggo Museum;18/01/2014 14:55;L3800;C7384;both;18 - Sábado;14;120
Albert's Fine Clothing;18/01/2014 15:20;L3366;C6895;both;18 - Sábado;15;36
Frydos Autosupply n' More;18/01/2014 15:31;L2247;C5368;both;18 - Sábado;15;103
General Grocer;18/01/2014 15:31;L9362;C3547;both;18 - Sábado;15;478
Frydos Autosupply n' More;18/01/2014 15:32;L4424;C1874;credit;18 - Sábado;15;362
Shoppers' Delight;18/01/2014 15:40;L5224;C8156;both;18 - Sábado;15;258
Roberts and Sons;18/01/2014 15:41;L1682;C7253;both;18 - Sábado;15;62
Frydos Autosupply n' More;18/01/2014 15:51;L3014;C1877;both;18 - Sábado;15;104
Frydos Autosupply n' More;18/01/2014 15:53;L6886;C2463;both;18 - Sábado;15;121
Albert's Fine Clothing;18/01/2014 15:57;L6267;C6899;both;18 - Sábado;15;190
Frank's Fuel;18/01/2014 18:39;L3191;C9635;both;18 - Sábado;18;53
Frydos Autosupply n' More;18/01/2014 18:51;L4034;C5407;both;18 - Sábado;18;235
Albert's Fine Clothing;18/01/2014 18:59;L5224;C8156;both;18 - Sábado;18;226
Guy's Gyros;18/01/2014 19:08;L2490;C3484;both;18 - Sábado;19;40
Katerina’s Café;18/01/2014 19:17;L8328;C8129;credit;18 - Sábado;19;22
Roberts and Sons;18/01/2014 19:20;L5553;C9617;both;18 - Sábado;19;267
Ouzeri Elian;18/01/2014 19:21;L6267;C6899;both;18 - Sábado;19;58
Hippokampos;18/01/2014 19:21;L4149;C1321;credit;18 - Sábado;19;21
Guy's Gyros;18/01/2014 19:21;L2247;C5368;both;18 - Sábado;19;28
Ouzeri Elian;18/01/2014 19:26;L5777;C9551;credit;18 - Sábado;19;62
Katerina’s Café;18/01/2014 19:30;L6119;C7889;both;18 - Sábado;19;8
Katerina’s Café;18/01/2014 19:31;L4424;C1874;both;18 - Sábado;19;23
Katerina’s Café;18/01/2014 19:32;L2169;C4434;both;18 - Sábado;19;33
Hippokampos;18/01/2014 19:35;L3366;C6895;both;18 - Sábado;19;27
Katerina’s Café;18/01/2014 19:36;L6267;C6899;credit;18 - Sábado;19;36
Abila Zacharo;18/01/2014 19:36;L8566;C4795;both;18 - Sábado;19;21
Hippokampos;18/01/2014 19:36;L6886;C2463;both;18 - Sábado;19;53
Kalami Kafenion;18/01/2014 19:39;L3191;C9635;credit;18 - Sábado;19;71
Guy's Gyros;18/01/2014 19:39;L8148;C6816;credit;18 - Sábado;19;78
Hippokampos;18/01/2014 19:42;L2070;C8332;both;18 - Sábado;19;63
Roberts and Sons;18/01/2014 19:46;L4164;C7688;credit;18 - Sábado;19;125
Katerina’s Café;18/01/2014 19:46;L2343;C8202;credit;18 - Sábado;19;11
Ouzeri Elian;18/01/2014 19:46;L1107;C2681;both;18 - Sábado;19;15
Katerina’s Café;18/01/2014 19:47;L9406;C4948;credit;18 - Sábado;19;16
Katerina’s Café;18/01/2014 19:53;L9362;C3547;both;18 - Sábado;19;76
Katerina’s Café;18/01/2014 19:54;L8012;C1310;both;18 - Sábado;19;34
Katerina’s Café;18/01/2014 19:56;L9018;C2418;both;18 - Sábado;19;33
Hippokampos;18/01/2014 20:01;L3288;C1286;both;18 - Sábado;20;49
Katerina’s Café;18/01/2014 20:01;L3259;C9405;credit;18 - Sábado;20;17
Katerina’s Café;18/01/2014 20:04;L6110;C8411;both;18 - Sábado;20;46
General Grocer;18/01/2014 20:07;L9363;C6901;both;18 - Sábado;20;108
Katerina’s Café;18/01/2014 20:09;L9254;C7354;both;18 - Sábado;20;19
Hippokampos;18/01/2014 20:11;L7783;C1415;both;18 - Sábado;20;73
Katerina’s Café;18/01/2014 20:13;L1485;C3853;both;18 - Sábado;20;10
Katerina’s Café;18/01/2014 20:15;L5259;C7819;both;18 - Sábado;20;37
Hippokampos;18/01/2014 20:23;L3014;C1877;credit;18 - Sábado;20;29
Hippokampos;18/01/2014 20:26;L6417;C7117;both;18 - Sábado;20;55
Kronos Mart;19/01/2014 03:13;L2490;C3484;credit;19 - Domingo;3;88
Kronos Mart;19/01/2014 03:45;L5777;C9551;credit;19 - Domingo;3;195
Kronos Mart;19/01/2014 03:48;L2070;C8332;credit;19 - Domingo;3;150
Desafio Golf Course;19/01/2014 12:41;L5224;C8156;both;19 - Domingo;12;150
Desafio Golf Course;19/01/2014 12:57;L4164;C7688;both;19 - Domingo;12;146
Katerina’s Café;19/01/2014 13:00;L9254;C7354;both;19 - Domingo;13;35
Gelatogalore;19/01/2014 13:09;L3366;C6895;both;19 - Domingo;13;22
Katerina’s Café;19/01/2014 13:23;L8566;C4795;both;19 - Domingo;13;70
Ahaggo Museum;19/01/2014 13:26;L3288;C1286;both;19 - Domingo;13;27
Ouzeri Elian;19/01/2014 13:27;L2490;C3484;both;19 - Domingo;13;24
Hippokampos;19/01/2014 13:33;L9637;C2142;credit;19 - Domingo;13;64
Desafio Golf Course;19/01/2014 13:51;L2070;C8332;both;19 - Domingo;13;191
Katerina’s Café;19/01/2014 13:53;L2169;C4434;both;19 - Domingo;13;27
Katerina’s Café;19/01/2014 14:01;L8012;C1310;credit;19 - Domingo;14;13
Ouzeri Elian;19/01/2014 14:08;L3800;C7384;both;19 - Domingo;14;45
Katerina’s Café;19/01/2014 14:20;L7814;C3492;credit;19 - Domingo;14;54
Abila Zacharo;19/01/2014 14:20;L9363;C6901;both;19 - Domingo;14;48
General Grocer;19/01/2014 15:03;L3366;C6895;both;19 - Domingo;15;70
Desafio Golf Course;19/01/2014 15:15;L6886;C2463;both;19 - Domingo;15;110
Frydos Autosupply n' More;19/01/2014 15:26;L2490;C3484;both;19 - Domingo;15;56
Albert's Fine Clothing;19/01/2014 15:39;L9637;C2142;both;19 - Domingo;15;275
Desafio Golf Course;19/01/2014 15:46;L2459;C5010;both;19 - Domingo;15;148
Frydos Autosupply n' More;19/01/2014 15:53;L8566;C4795;both;19 - Domingo;15;210
Katerina’s Café;19/01/2014 18:54;L9362;C3547;credit;19 - Domingo;18;72
Hippokampos;19/01/2014 19:43;L3191;C9635;both;19 - Domingo;19;101
Hippokampos;19/01/2014 19:43;L2070;C8332;both;19 - Domingo;19;48
Hippokampos;19/01/2014 19:44;L4149;C1321;credit;19 - Domingo;19;88
Hippokampos;19/01/2014 19:44;L3366;C6895;both;19 - Domingo;19;46
Guy's Gyros;19/01/2014 19:45;L3800;C7384;both;19 - Domingo;19;65
Guy's Gyros;19/01/2014 19:45;L3288;C1286;both;19 - Domingo;19;23
Guy's Gyros;19/01/2014 19:45;L2490;C3484;both;19 - Domingo;19;58
Frydos Autosupply n' More;19/01/2014 19:45;L3259;C9405;both;19 - Domingo;19;98
Guy's Gyros;19/01/2014 19:45;L2459;C5010;both;19 - Domingo;19;26
Ouzeri Elian;19/01/2014 19:48;L6267;C6899;both;19 - Domingo;19;68
Ouzeri Elian;19/01/2014 19:49;L5777;C9551;credit;19 - Domingo;19;33
Guy's Gyros;19/01/2014 19:49;L8148;C6816;credit;19 - Domingo;19;100
Katerina’s Café;19/01/2014 19:53;L6119;C7889;both;19 - Domingo;19;34
Shoppers' Delight;19/01/2014 19:56;L9637;C2142;both;19 - Domingo;19;30
Hippokampos;19/01/2014 19:56;L6886;C2463;both;19 - Domingo;19;63
Guy's Gyros;19/01/2014 20:00;L9254;C7354;both;19 - Domingo;20;18
Albert's Fine Clothing;19/01/2014 20:02;L5947;C2540;both;19 - Domingo;20;254
Katerina’s Café;19/01/2014 20:05;L4424;C1874;both;19 - Domingo;20;34
Guy's Gyros;19/01/2014 20:14;L6544;C7108;both;19 - Domingo;20;37
Hippokampos;19/01/2014 20:16;L7783;C1415;both;19 - Domingo;20;79
Guy's Gyros;19/01/2014 20:16;L7291;C9683;both;19 - Domingo;20;37
Katerina’s Café;19/01/2014 20:22;L5553;C9617;both;19 - Domingo;20;39
Guy's Gyros;19/01/2014 20:25;L1485;C3853;both;19 - Domingo;20;21
Guy's Gyros;19/01/2014 20:30;L2169;C4434;both;19 - Domingo;20;32
Guy's Gyros;19/01/2014 20:51;L9363;C6901;both;19 - Domingo;20;40
Coffee Shack;06/01/2014 00:00;L6417;C7117;loyalty;6 - Segunda-feira;0;12
Hallowed Grounds;06/01/2014 00:00;L1107;C2681;loyalty;6 - Segunda-feira;0;13
Abila Zacharo;06/01/2014 00:00;L9018;C2418;loyalty;6 - Segunda-feira;0;27
Katerina’s Café;06/01/2014 00:00;L6110;C8411;loyalty;6 - Segunda-feira;0;39
Frydos Autosupply n' More;06/01/2014 00:00;L4034;C5407;loyalty;6 - Segunda-feira;0;89
Hallowed Grounds;07/01/2014 00:00;L1107;C2681;loyalty;7 - Terça-feir;0;8
Coffee Cameleon;07/01/2014 00:00;L9018;C2418;loyalty;7 - Terça-feir;0;12
Ouzeri Elian;07/01/2014 00:00;L2247;C5368;loyalty;7 - Terça-feir;0;18
Katerina’s Café;07/01/2014 00:00;L2343;C8202;loyalty;7 - Terça-feir;0;25
Brew've Been Served;08/01/2014 00:00;L2247;C5368;loyalty;8 - Quarta-feira;0;15
Kalami Kafenion;08/01/2014 00:00;L6267;C6899;loyalty;8 - Quarta-feira;0;18
Ouzeri Elian;08/01/2014 00:00;L2247;C5368;loyalty;8 - Quarta-feira;0;25
Hippokampos;08/01/2014 00:00;L6417;C7117;loyalty;8 - Quarta-feira;0;17
Hallowed Grounds;09/01/2014 00:00;L8328;C8129;loyalty;9 - Quinta-feira;0;15
Brew've Been Served;09/01/2014 00:00;L2343;C8202;loyalty;9 - Quinta-feira;0;18
Hallowed Grounds;09/01/2014 00:00;L6267;C6899;loyalty;9 - Quinta-feira;0;17
Coffee Cameleon;09/01/2014 00:00;L9018;C2418;loyalty;9 - Quinta-feira;0;5
Hippokampos;09/01/2014 00:00;L2247;C5368;loyalty;9 - Quinta-feira;0;19
Katerina’s Café;09/01/2014 00:00;L6267;C6899;loyalty;9 - Quinta-feira;0;31
Katerina’s Café;09/01/2014 00:00;L4034;C5407;loyalty;9 - Quinta-feira;0;14
Brew've Been Served;10/01/2014 00:00;L9406;C4948;loyalty;10 - Sexta-feira;0;5
Brew've Been Served;10/01/2014 00:00;L2247;C5368;loyalty;10 - Sexta-feira;0;6
Hippokampos;11/01/2014 00:00;L6267;C6899;loyalty;11 - Sábado;0;22
Kronos Mart;12/01/2014 00:00;L4034;C5407;loyalty;12 - Domingo;0;147
Hallowed Grounds;13/01/2014 00:00;L1107;C2681;loyalty;13 - Segunda-feira;0;16
Hippokampos;13/01/2014 00:00;L4034;C5407;loyalty;13 - Segunda-feira;0;14
Gelatogalore;13/01/2014 00:00;L1107;C2681;loyalty;13 - Segunda-feira;0;37
Guy's Gyros;13/01/2014 00:00;L8328;C8129;loyalty;13 - Segunda-feira;0;37
Katerina’s Café;13/01/2014 00:00;L4034;C5407;loyalty;13 - Segunda-feira;0;34
Katerina’s Café;14/01/2014 00:00;L9018;C2418;loyalty;14 - Terça-feira;0;11
Gelatogalore;14/01/2014 00:00;L8328;C8129;loyalty;14 - Terça-feira;0;22
Katerina’s Café;14/01/2014 00:00;L2343;C8202;loyalty;14 - Terça-feira;0;27
Ouzeri Elian;14/01/2014 00:00;L1107;C2681;loyalty;14 - Terça-feira;0;21
Katerina’s Café;14/01/2014 00:00;L6267;C6899;loyalty;14 - Terça-feira;0;28
Hallowed Grounds;15/01/2014 00:00;L6267;C6899;loyalty;15 - Quarta-feira;0;19
Coffee Shack;15/01/2014 00:00;L6417;C7117;loyalty;15 - Quarta-feira;0;18
Coffee Cameleon;15/01/2014 00:00;L9018;C2418;loyalty;15 - Quarta-feira;0;16
Katerina’s Café;15/01/2014 00:00;L9018;C2418;loyalty;15 - Quarta-feira;0;29
Gelatogalore;15/01/2014 00:00;L1107;C2681;loyalty;15 - Quarta-feira;0;22
Abila Zacharo;15/01/2014 00:00;L9406;C4948;loyalty;15 - Quarta-feira;0;27
Katerina’s Café;15/01/2014 00:00;L6267;C6899;loyalty;15 - Quarta-feira;0;37
Guy's Gyros;15/01/2014 00:00;L2247;C5368;loyalty;15 - Quarta-feira;0;25
Katerina’s Café;15/01/2014 00:00;L4034;C5407;loyalty;15 - Quarta-feira;0;39
Katerina’s Café;15/01/2014 00:00;L2343;C8202;loyalty;15 - Quarta-feira;0;22
Brew've Been Served;16/01/2014 00:00;L2247;C5368;loyalty;16 - Quinta-feira;0;5
Brew've Been Served;16/01/2014 00:00;L9406;C4948;loyalty;16 - Quinta-feira;0;4
Coffee Cameleon;16/01/2014 00:00;L9018;C2418;loyalty;16 - Quinta-feira;0;3
Ouzeri Elian;16/01/2014 00:00;L1107;C2681;loyalty;16 - Quinta-feira;0;31
Guy's Gyros;16/01/2014 00:00;L8328;C8129;loyalty;16 - Quinta-feira;0;36
Katerina’s Café;16/01/2014 00:00;L6110;C8411;loyalty;16 - Quinta-feira;0;14
Katerina’s Café;16/01/2014 00:00;L4034;C5407;loyalty;16 - Quinta-feira;0;29
Hippokampos;17/01/2014 00:00;L6267;C6899;loyalty;17 - Sexta-feira;0;24
Abila Zacharo;17/01/2014 00:00;L2247;C5368;loyalty;17 - Sexta-feira;0;12
Katerina’s Café;17/01/2014 00:00;L9406;C4948;loyalty;17 - Sexta-feira;0;31
Katerina’s Café;17/01/2014 00:00;L9018;C2418;loyalty;17 - Sexta-feira;0;21
Katerina’s Café;17/01/2014 00:00;L8328;C8129;loyalty;17 - Sexta-feira;0;15
Gelatogalore;18/01/2014 00:00;L1107;C2681;loyalty;18 - Sábado;0;24
